sweep,swept_value,method,n,m,n_experts,d,train_seconds,predict_seconds,peak_kib,smse,mnlpd,fortml_commit
samples,256,grbcm,256,64,8,1,2.41224000E-04,5.88778400E-03,5880.0,7.29530854E-02,-5.28389521E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,256,moe,256,64,8,1,2.50652000E-04,6.32653000E-03,5896.0,1.04062233E-01,2.73072316E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,256,keops,256,64,8,1,2.79229920E-02,3.31704591E+00,4728.0,4.01463722E-02,-1.52036529E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,full,512,64,8,1,1.34947360E-02,4.01965880E-02,10768.0,2.22089256E-02,-1.82027327E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,sod,512,64,8,1,1.14305000E-04,2.53069900E-03,6712.0,1.79541532E-01,-7.54985345E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,sor,512,64,8,1,2.74675500E-03,1.76834200E-03,6440.0,2.22307869E-02,-1.81947419E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,dtc,512,64,8,1,2.57892900E-03,1.71866800E-03,6512.0,2.22307869E-02,-1.81947342E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,fitc,512,64,8,1,2.64524500E-03,1.74068900E-03,6568.0,2.22126448E-02,-1.81994104E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,pitc,512,64,8,1,7.17342300E-02,1.75852300E-03,6652.0,2.22340092E-02,-1.81969482E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,vfe,512,64,8,1,9.37498400E-03,1.46115300E-03,6448.0,2.22491972E-02,-1.81853925E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,ski,512,64,8,1,1.34521500E-03,6.85159000E-03,4664.0,7.57625651E-02,NaN,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,nle,512,64,8,1,9.07811000E-04,1.36330670E-02,6188.0,4.01541479E-02,-1.53851391E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,poe,512,64,8,1,9.96547000E-04,1.31187590E-02,6088.0,2.89363762E-02,-1.65726804E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,gpoe,512,64,8,1,1.17679800E-03,1.34330200E-02,6104.0,3.06021550E-02,-1.60253356E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,bcm,512,64,8,1,9.14883000E-04,1.31843720E-02,5960.0,2.94973442E-02,-1.64860853E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,rbcm,512,64,8,1,9.35653000E-04,1.40142450E-02,6140.0,3.07550885E-02,-9.77980758E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,grbcm,512,64,8,1,9.13632000E-04,1.31995900E-02,6104.0,3.40958293E-02,-8.33996913E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,moe,512,64,8,1,9.64637000E-04,1.30627820E-02,6008.0,5.38092413E-02,1.44362222E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,512,keops,512,64,8,1,1.31068087E-01,1.30349627E+01,4776.0,2.22089252E-02,-1.82027376E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,full,1024,64,8,1,9.07099050E-02,1.47603404E-01,21436.0,1.61255280E-02,-1.92163521E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,sod,1024,64,8,1,1.13033000E-04,2.49441000E-03,6768.0,2.17535027E-01,-6.13577568E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,sor,1024,64,8,1,5.27047000E-03,1.65346500E-03,7408.0,1.61381377E-02,-1.92088274E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,dtc,1024,64,8,1,5.17438900E-03,1.97287700E-03,7320.0,1.61381377E-02,-1.92108098E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,fitc,1024,64,8,1,5.17011100E-03,1.70228800E-03,7288.0,1.61146362E-02,-1.92215980E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,pitc,1024,64,8,1,5.29595493E-01,1.72893800E-03,8176.0,1.61477968E-02,-1.92123833E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,vfe,1024,64,8,1,1.03626850E-02,1.49305300E-03,6596.0,1.61425306E-02,-1.92132601E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,ski,1024,64,8,1,2.71744000E-03,1.35600690E-02,4696.0,2.07214352E-01,NaN,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,nle,1024,64,8,1,4.08764200E-03,3.59137190E-02,7016.0,2.45341316E-02,-1.75823954E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,poe,1024,64,8,1,3.97968900E-03,3.46391270E-02,7076.0,2.18305382E-02,-1.80186088E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,gpoe,1024,64,8,1,4.06988800E-03,3.61886070E-02,7080.0,2.25576712E-02,-1.81965659E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,bcm,1024,64,8,1,3.97967900E-03,3.47681600E-02,7120.0,2.22004831E-02,-1.79707366E+00,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,rbcm,1024,64,8,1,4.14606200E-03,3.63123090E-02,7024.0,2.26580287E-02,-6.43769568E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,grbcm,1024,64,8,1,4.09705900E-03,3.52822590E-02,7116.0,2.22078206E-02,-7.04443793E-01,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,moe,1024,64,8,1,4.10157900E-03,3.45543870E-02,7004.0,4.05829334E-02,1.98404708E-02,f654d8b65469ebd998db356cbb509a40958c0716
samples,1024,keops,1024,64,8,1,5.70579245E-01,5.18489305E+01,4868.0,1.61255278E-02,-1.92167738E+00,f654d8b65469ebd998db356cbb509a40958c0716
