workload,backend,device,residency,n_samples,n_features,dtype,threads,repetitions,setup_seconds,seconds_per_mvm,relative_error,status,fortml_commit,fortnum_commit,correctness_oracle,compiler,flags,torch_version,gpytorch_version,pykeops_version,cuda_device
rbf_plus_constant,fortml_composite,cuda,resident,512,8,float64,unknown,5,,  1.1682000000000001E-04,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,512,8,float64,1,5,0.1049463799863588,0.00020147759933024644,4.432807173565752e-16,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,512,8,float64,1,5,0.0007154580089263618,0.0002411784022115171,4.432807173565752e-16,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,512,8,float64,1,5,0.0026918719813693315,0.0015146540012210608,1.177464405478403e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,512,8,float64,1,5,0.0014881039969623089,0.0013273952004965394,1.177464405478403e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,512,8,float64,1,5,0.1712619710015133,0.001600822200998664,8.742397933351663e-09,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,512,8,float64,1,5,0.0015928010107018054,0.001996383600635454,8.742397933351663e-09,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,fortml_composite,cpu,cpu,1024,8,float64,16,5,,  3.9199999999999999E-04,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -mp=multicore,,,,
rbf_plus_constant,pytorch_dense,cpu,resident,1024,8,float64,16,5,0.022679011977743357,0.02239625480142422,2.121601554608136e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,keops,cpu,resident,1024,8,float64,16,5,0.10260841401759535,0.0022982964001130313,1.6694569610031233e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,gpytorch_keops,cpu,resident,1024,8,float64,16,5,0.157347922999179,0.002175927796633914,1.2654330174363262e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,fortml_composite,cuda,transfer,1024,8,float64,unknown,5,,  3.1179999999999999E-04,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,fortml_composite,cuda,resident,1024,8,float64,unknown,5,,  3.0157999999999997E-04,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,1024,8,float64,1,5,0.10216155200032517,0.0010191382025368512,8.521186571786776e-16,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,1024,8,float64,1,5,0.0013962509983684868,0.0013126794015988707,8.521186571786776e-16,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,1024,8,float64,1,5,0.0035474239848554134,0.002137597603723407,1.6694569610031233e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,1024,8,float64,1,5,0.0022866080107633024,0.002178476599510759,1.6694569610031233e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,1024,8,float64,1,5,0.17244337499141693,0.002238317398587242,1.2654330174363262e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,1024,8,float64,1,5,0.0022799359867349267,0.0022181856038514525,1.2654330174363262e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,fortml_composite,cpu,cpu,2048,8,float64,16,5,,  1.1467800000000000E-03,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -mp=multicore,,,,
rbf_plus_constant,pytorch_dense,cpu,resident,2048,8,float64,16,5,0.09484758001053706,0.09217261199955828,2.3293733037655242e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,keops,cpu,resident,2048,8,float64,16,5,0.10379323500092141,0.004065604199422523,1.38306539911078e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,gpytorch_keops,cpu,resident,2048,8,float64,16,5,0.16056443299748935,0.003526550601236522,1.1876373119085222e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,fortml_composite,cuda,transfer,2048,8,float64,unknown,5,,  9.8656000000000004E-04,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,fortml_composite,cuda,resident,2048,8,float64,unknown,5,,  1.2131600000000000E-03,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,2048,8,float64,1,5,0.11349414300639182,0.004606479598442093,1.0191008203974169e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,2048,8,float64,1,5,0.004740592004964128,0.004676571401068941,1.0191008203974169e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,2048,8,float64,1,5,0.0052482390019577,0.004026208003051579,1.38306539911078e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,2048,8,float64,1,5,0.003968808014178649,0.004096047597704456,1.38306539911078e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,2048,8,float64,1,5,0.17416742301429622,0.003594396397238597,1.1876373264671053e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,2048,8,float64,1,5,0.0035625120217446238,0.0037731954012997448,1.1876373264671053e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,fortml_composite,cpu,cpu,4096,8,float64,16,5,,  4.7495799999999998E-03,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -mp=multicore,,,,
rbf_plus_constant,pytorch_dense,cpu,resident,4096,8,float64,16,5,0.34524536298704334,0.34287582419929097,3.522155332792918e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,keops,cpu,resident,4096,8,float64,16,5,0.10521506401710212,0.0074423305981326845,1.891527863907308e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,gpytorch_keops,cpu,resident,4096,8,float64,16,5,0.15836373501224443,0.006181939999805763,1.1582942416646126e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,fortml_composite,cuda,transfer,4096,8,float64,unknown,5,,  3.5726000000000000E-03,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,fortml_composite,cuda,resident,4096,8,float64,unknown,5,,  3.5281600000000002E-03,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,4096,8,float64,1,5,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,4096,8,float64,1,5,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,4096,8,float64,1,5,0.009945549012627453,0.0074191330000758175,1.891527863907308e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,4096,8,float64,1,5,0.007342233991948888,0.007554057199740782,1.891527863907308e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,4096,8,float64,1,5,0.17559696501120925,0.006390072003705427,1.158294267754652e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,4096,8,float64,1,5,0.007412044971715659,0.00629584239795804,1.158294267754652e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,fortml_composite,cpu,cpu,8192,8,float64,16,3,,  1.7408600000000000E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -mp=multicore,,,,
rbf_plus_constant,pytorch_dense,cpu,resident,8192,8,float64,16,3,1.50703342500492,1.4615802736661863,4.384133287501434e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,keops,cpu,resident,8192,8,float64,16,3,0.13154770401888527,0.02813754166709259,2.9227555250009555e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,gpytorch_keops,cpu,resident,8192,8,float64,16,3,0.1936609149852302,0.0228463689951847,9.77186738805563e-09,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,fortml_composite,cuda,transfer,8192,8,float64,unknown,3,,  1.4211966666666666E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,fortml_composite,cuda,resident,8192,8,float64,unknown,3,,  1.4190566666666666E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,8192,8,float64,1,3,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,8192,8,float64,1,3,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,8192,8,float64,1,3,0.04995415100711398,0.02825158299917045,2.9227555250009555e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,8192,8,float64,1,3,0.028476323001086712,0.027936275670072064,2.9227555250009555e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,8192,8,float64,1,3,0.21088794199749827,0.021885582003354404,9.77186738805563e-09,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,8192,8,float64,1,3,0.0222696190176066,0.021853481671617676,9.77186738805563e-09,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,fortml_composite,cpu,cpu,16384,8,float64,16,3,,  5.6556999999999996E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -mp=multicore,,,,
rbf_plus_constant,pytorch_dense,cpu,resident,16384,8,float64,16,3,6.652595441002632,6.5378013393298415,7.852853252230526e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,keops,cpu,resident,16384,8,float64,16,3,0.18871918998775072,0.0839249449976099,3.5524812331519043e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,gpytorch_keops,cpu,resident,16384,8,float64,16,3,0.22674403301789425,0.06419600332931925,1.3292126600122421e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,cpu
rbf_plus_constant,fortml_composite,cuda,transfer,16384,8,float64,unknown,3,,  5.6541266666666666E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,fortml_composite,cuda,resident,16384,8,float64,unknown,3,,  5.6684333333333337E-02,0.0,pass,5ff3d80e67fe8988ed7330b7288c6ba76e169ade,c5bea470d07b3d8c5449e213c33816c7dbc0ad32,direct_RBF_plus_constant_pairwise_sum,nvfortran,-O3 -acc,,,,
rbf_plus_constant,pytorch_dense,cuda,resident,16384,8,float64,1,3,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,pytorch_dense,cuda,transfer,16384,8,float64,1,3,nan,nan,nan,oom,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,resident,16384,8,float64,1,3,0.1062173550017178,0.08361055200415042,3.5524812331519043e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,keops,cuda,transfer,16384,8,float64,1,3,0.08347181000863202,0.08402614166455653,3.5524812331519043e-15,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,resident,16384,8,float64,1,3,0.2551641789905261,0.06412880933688332,1.3292126903953053e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
rbf_plus_constant,gpytorch_keops,cuda,transfer,16384,8,float64,1,3,0.06433027499588206,0.06388325032700475,1.3292126903953053e-08,pass,,,,,,2.13.0+cu130,1.15.2,2.3,NVIDIA GeForce RTX 5060 Ti
