workload,schedule,phase,backend,device,status,n_updates,repetitions,seconds_per_operation,metric,value,max_abs_error,oracle,python_version,numpy_version,fortml_revision,benchmark_revision,compiler,flags,notes
mlp_schedules,warmup_cosine,d_min_rate_fraction,numpy_oracle,cpu,pass,5,4096,5.306437969920808e-07,d_min_rate_fraction,0.46173165676349104,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,warmup_cosine,d_decay_factor,numpy_oracle,cpu,pass,5,4096,5.204189960750228e-07,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,exponential_decay,rate,numpy_oracle,cpu,pass,5,4096,4.849297368991756e-07,rate,0.5574292684800001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,exponential_decay,d_base_rate,numpy_oracle,cpu,pass,5,4096,4.855491226862796e-07,d_base_rate,2.7871463424000003,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,exponential_decay,d_min_rate_fraction,numpy_oracle,cpu,pass,5,4096,4.974386712319756e-07,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,exponential_decay,d_decay_factor,numpy_oracle,cpu,pass,5,4096,4.869854024036613e-07,d_decay_factor,0.9879797760000004,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,central-difference products checked before timing
mlp_schedules,constant,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,constant,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.05,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.25,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.1,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.5,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,1.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,linear_warmup,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.19559508646656384,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.9779754323328191,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.004894348370484647,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.18281152949374527,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.9140576474687263,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.019098300562505256,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.11000000000000001,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.55,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.09999999999999999,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.020000000000000004,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.1,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_decay_factor,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_decay_factor,0.0,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,rate,0.020000000000000004,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_base_rate,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_base_rate,0.1,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
mlp_schedules,cosine_decay,d_min_rate_fraction,fortml,cpu,pass,5,4096,3.2335634765625e-08,d_min_rate_fraction,0.2,0.0,independent NumPy schedule formulas,3.14.6,2.5.1,263b6b41003d7e6afc6f1ba695f1681c7c0b8e99,cf24b5e68f7e23cb443518ff1afdb00c6ef7e90a,gfortran,-O3,complete-array app checked before retaining timing
