backend,device,n_samples,n_features,dtype,relative_error,operation,calls,self_cpu_us,total_cpu_us,self_cuda_us,total_cuda_us,self_cpu_bytes,self_cuda_bytes,input_shapes
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::unsqueeze,1,0.882000000000005,1.0519999999999925,0.0,0.0,0,0,"[[1, 1024], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.1699999999999875,0.1699999999999875,0.0,0.0,0,0,"[[1, 1024], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::squeeze,1,1.502999999999986,1.742999999999995,0.0,0.0,0,0,"[[1, 1024, 1], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.2400000000000091,0.2400000000000091,0.0,0.0,0,0,"[[1, 1024, 1], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::view,3,3.115999999999957,3.115999999999957,0.0,0.0,0,0,"[[1024, 1], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,[memory],8,0.0,0.0,0.0,0.0,-16424,0,[]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::mul,1,4.4879999999999995,4.4879999999999995,0.0,0.0,8192,0,"[[1024], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::empty,5,7.084000000000174,7.084000000000174,0.0,0.0,8232,0,"[[], [], [], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::to,3,0.4399999999999409,0.4399999999999409,0.0,0.0,0,0,"[[1], [], [], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::lift_fresh,3,0.2599999999999909,0.2599999999999909,0.0,0.0,0,0,[[1]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::detach_,3,1.2320000000000846,1.90300000000002,0.0,0.0,0,0,[[1]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,detach_,3,0.6709999999999354,0.6709999999999354,0.0,0.0,0,0,[[1]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::view,3,3.154000000000053,3.154000000000053,0.0,0.0,0,0,"[[1], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,GenredAutograd,1,1849.7640000000004,1862.8609999999999,0.0,0.0,0,0,"[[1024, 8], [1024, 8], [1], [1], [1], [1024, 1]]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::to,1,0.250999999999749,0.250999999999749,0.0,0.0,0,0,"[[2], [], [], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::lift_fresh,1,0.1410000000000764,0.1410000000000764,0.0,0.0,0,0,[[2]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::detach_,1,0.5,1.0719999999996617,0.0,0.0,0,0,[[2]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,detach_,1,0.5719999999996617,0.5719999999996617,0.0,0.0,0,0,[[2]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::select,2,4.288000000000011,5.279999999999745,0.0,0.0,0,0,"[[2], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::as_strided,2,0.9919999999997344,0.9919999999997344,0.0,0.0,0,0,"[[2], [], [], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::item,2,1.58199999999988,2.1840000000001965,0.0,0.0,0,0,[[]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::_local_scalar_dense,2,0.6020000000003165,0.6020000000003165,0.0,0.0,0,0,[[]]
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::reshape,1,0.8910000000000764,2.3640000000000327,0.0,0.0,0,0,"[[1024, 1], []]"
keops,cpu,1024,8,float64,2.1307701658276485e-15,aten::add,1,4.789000000000215,4.789000000000215,0.0,0.0,8192,0,"[[1024], [1024], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::empty,6,13.075000000000216,13.075000000000216,0.0,0.0,8224,0,"[[], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::to,8,3.007000000000005,16.422000000000054,0.0,0.0,0,0,"[[], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::lift_fresh,3,0.33000000000006935,0.33000000000006935,0.0,0.0,0,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::to,5,0.8429999999999893,0.8429999999999893,0.0,0.0,0,0,"[[], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::ge,2,4.899000000000058,4.899000000000058,0.0,0.0,2,0,"[[], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::any,1,3.1070000000000277,6.201999999999998,0.0,0.0,1,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::view_as,3,2.614999999999924,4.057999999999936,0.0,0.0,0,0,"[[], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::view,3,1.443000000000012,1.443000000000012,0.0,0.0,0,0,"[[], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::copy_,6,6.692000000000007,6.692000000000007,0.0,0.0,0,0,"[[], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,[memory],29,0.0,0.0,0.0,0.0,-155750,0,[]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::is_nonzero,3,2.194999999999908,5.400999999999954,0.0,0.0,0,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::item,5,3.596000000000373,5.140000000000242,0.0,0.0,0,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::_local_scalar_dense,5,1.543999999999869,1.543999999999869,0.0,0.0,0,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::zeros,1,6.1510000000000105,7.684000000000026,0.0,0.0,0,0,"[[], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::zero_,1,0.3509999999999991,0.3509999999999991,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::detach,1,0.6909999999999741,1.9539999999999793,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,detach,1,1.2630000000000052,1.2630000000000052,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::_to_copy,3,6.722999999999985,13.415000000000049,0.0,0.0,0,0,"[[], [], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::empty_strided,4,3.737000000000023,3.737000000000023,0.0,0.0,32,0,"[[], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::to,1,0.5110000000000241,4.427999999999997,0.0,0.0,0,0,"[[1, 1], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::_to_copy,1,1.842999999999904,3.916999999999973,0.0,0.0,0,0,"[[1, 1], [], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::copy_,2,2.966000000000065,2.966000000000065,0.0,0.0,0,0,"[[1, 1], [1, 1], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::_has_compatible_shallow_copy_type,2,0.25200000000000955,0.25200000000000955,0.0,0.0,0,0,"[[1, 1], [1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::neg,2,3.23599999999999,3.23599999999999,0.0,0.0,16,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::expm1,1,2.584000000000003,2.584000000000003,0.0,0.0,8,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::log,1,2.6649999999999636,2.6649999999999636,0.0,0.0,8,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::add,1,2.2239999999999895,2.2239999999999895,0.0,0.0,8,0,"[[], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::softplus,2,3.6369999999999436,3.6369999999999436,0.0,0.0,16,0,"[[], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::le,1,1.9139999999999873,1.9139999999999873,0.0,0.0,1,0,"[[], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::all,2,3.556000000000097,7.7549999999999955,0.0,0.0,2,0,[[]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::expand_as,1,1.7829999999999586,5.8209999999999695,0.0,0.0,0,0,"[[], [1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::expand,1,3.2869999999999777,4.038000000000011,0.0,0.0,0,0,"[[], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.7510000000000332,0.7510000000000332,0.0,0.0,0,0,"[[], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::unsqueeze,1,2.3640000000000327,2.9250000000000114,0.0,0.0,0,0,"[[1024], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.5609999999999786,0.5609999999999786,0.0,0.0,0,0,"[[1024], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::softplus,2,6.190999999999917,6.190999999999917,0.0,0.0,16,0,"[[1, 1], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::div,2,52.58899999999994,52.58899999999994,0.0,0.0,131072,0,"[[1024, 8], [1, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,Matmul,1,254.75900000000024,1699.7430000000002,0.0,0.0,-16,0,"[[1024, 1], [1024, 8], [1024, 8]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::unsqueeze,2,4.679000000000087,5.9920000000000755,0.0,0.0,0,0,"[[1024, 8], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,2,1.3129999999999882,1.3129999999999882,0.0,0.0,0,0,"[[1024, 8], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::squeeze,1,3.30600000000004,3.687000000000012,0.0,0.0,0,0,"[[1024, 1, 8], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.3809999999999718,0.3809999999999718,0.0,0.0,0,0,"[[1024, 1, 8], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::squeeze,1,1.1719999999999118,1.5529999999999973,0.0,0.0,0,0,"[[1, 1024, 8], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.3810000000000855,0.3810000000000855,0.0,0.0,0,0,"[[1, 1024, 8], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::view,3,3.52800000000002,3.52800000000002,0.0,0.0,0,0,"[[1024, 8], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::view,4,4.096999999999753,4.096999999999753,0.0,0.0,0,0,"[[1024, 1], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::squeeze,1,1.5030000000000427,2.024000000000001,0.0,0.0,0,0,"[[1, 1024, 1], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.5209999999999582,0.5209999999999582,0.0,0.0,0,0,"[[1, 1024, 1], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,GenredAutograd,1,1409.0959999999995,1425.5659999999998,0.0,0.0,0,0,"[[1024, 8], [1024, 8], [1024, 1]]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::to,1,0.2199999999997999,0.2199999999997999,0.0,0.0,0,0,"[[2], [], [], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::lift_fresh,1,0.1610000000000582,0.1610000000000582,0.0,0.0,0,0,[[2]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::detach_,1,0.6909999999998035,1.431999999999789,0.0,0.0,0,0,[[2]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,detach_,1,0.7409999999999854,0.7409999999999854,0.0,0.0,0,0,[[2]]
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::select,2,5.769999999999982,6.742000000000189,0.0,0.0,0,0,"[[2], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::as_strided,2,0.9720000000002074,0.9720000000002074,0.0,0.0,0,0,"[[2], [], [], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::reshape,1,1.0020000000004075,2.4650000000001455,0.0,0.0,0,0,"[[1024, 1], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::mul,2,13.195000000000164,13.195000000000164,0.0,0.0,16384,0,"[[1024], []]"
gpytorch_keops,cpu,1024,8,float64,1.6151041826118317e-08,aten::add,1,5.610999999999876,5.610999999999876,0.0,0.0,8192,0,"[[1024], [1024], []]"
