backend,device,n_samples,n_features,dtype,relative_error,operation,calls,self_cpu_us,total_cpu_us,self_cuda_us,total_cuda_us,self_cpu_bytes,self_cuda_bytes,input_shapes
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::as_strided,1,0.7519999999999527,0.7519999999999527,0.0,0.0,0,0,"[[1024, 1024], [], [], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::mul,2,18.845000000000027,28.984000000000037,25.18399999999997,25.18399999999997,0,16777216,"[[1024, 1024], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::div,1,10.740000000000009,16.711000000000013,9.152000000000044,9.152000000000044,0,8388608,"[[1024, 1024], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<double, double>(at::TensorIteratorBase&, double)::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<double, double>(at::TensorIteratorBase&, double)::{lambda(double)#1}, std::array<char*, 2ul>)",1,0.0,0.0,351.84000000000003,351.84000000000003,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::exp,1,8.878000000000043,14.468000000000075,95.26400000000012,95.26400000000012,0,8388608,"[[1024, 1024]]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::mul,1,6.512000000000057,10.079000000000065,2.591999999999871,2.591999999999871,0,8192,"[[1024], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::matmul,1,2.44399999999996,61.354999999999905,0.0,11.392000000000053,0,0,"[[1024, 1024], [1024]]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::mv,1,7.473999999999819,58.910999999999945,0.0,11.392000000000053,0,0,"[[1024, 1024], [1024]]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::empty,1,5.280000000000086,5.280000000000086,0.0,0.0,0,8192,"[[], [], [], [], [], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::addmv_,1,39.405000000000086,46.15700000000004,11.392000000000053,11.392000000000053,0,0,"[[1024], [1024, 1024], [1024], [], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,aten::add,1,9.679000000000087,14.538000000000011,1.4400000000000546,1.4400000000000546,0,8192,"[[1024], [1024], []]"
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,cudaDeviceSynchronize,2,682.1959999999999,682.1959999999999,0.0,0.0,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<double, at::native::func_wrapper_t<double, at::native::sum_functor<double, double, double>::operator()(at::TensorIterator&)::{lambda(double, double)#1}>, unsigned int, double, 4, 4> >(at::native::ReduceOp<double, at::native::func_wrapper_t<double, at::native::sum_functor<double, double, double>::operator()(at::TensorIterator&)::{lambda(double, double)#1}>, unsigned int, double, 4, 4>)",1,0.0,0.0,358.65599999999995,358.65599999999995,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul>)",3,0.0,0.0,27.77599999999984,27.77599999999984,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::BUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul> >(int, at::native::BUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul>)",1,0.0,0.0,9.152000000000044,9.152000000000044,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::exp_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",1,0.0,0.0,95.26400000000012,95.26400000000012,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void gemv2T_kernel_val<int, int, double, double, double, double, 128, 16, 4, 4, false, false, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<double const>, cublasGemvTensorStridedBatched<double const>, cublasGemvTensorStridedBatched<double>, double> >(cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<double const>, cublasGemvTensorStridedBatched<double const>, cublasGemvTensorStridedBatched<double>, double>, double, double)",1,0.0,0.0,11.392000000000053,11.392000000000053,0,0,[]
pytorch_dense,cuda,1024,8,float64,1.0653850829138242e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul>)",1,0.0,0.0,1.4400000000000546,1.4400000000000546,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::unsqueeze,2,9.689000000000036,10.941000000000031,0.0,0.0,0,0,"[[1024, 8], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,2,1.2519999999999953,1.2519999999999953,0.0,0.0,0,0,"[[1024, 8], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::squeeze,1,3.0460000000000065,3.457000000000008,0.0,0.0,0,0,"[[1024, 1, 8], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.41100000000000136,0.41100000000000136,0.0,0.0,0,0,"[[1024, 1, 8], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::squeeze,1,1.6119999999999948,1.9230000000000018,0.0,0.0,0,0,"[[1, 1024, 8], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.31100000000000705,0.31100000000000705,0.0,0.0,0,0,"[[1, 1024, 8], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::view,3,4.858000000000146,4.858000000000146,0.0,0.0,0,0,"[[1024, 8], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::unsqueeze,1,1.1529999999999916,1.3729999999999905,0.0,0.0,0,0,"[[1024], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.21999999999999886,0.21999999999999886,0.0,0.0,0,0,"[[1024], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::unsqueeze,1,1.231000000000023,1.4120000000000061,0.0,0.0,0,0,"[[1, 1024], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.18099999999998317,0.18099999999998317,0.0,0.0,0,0,"[[1, 1024], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::squeeze,1,1.5020000000000095,1.742999999999995,0.0,0.0,0,0,"[[1, 1024, 1], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,1,0.24099999999998545,0.24099999999998545,0.0,0.0,0,0,"[[1, 1024, 1], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::view,3,3.545999999999651,3.545999999999651,0.0,0.0,0,0,"[[1024, 1], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,[memory],12,0.0,0.0,0.0,0.0,-40,-26112,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::mul,1,13.227000000000203,932.3180000000001,1.1199999999998909,2.2399999999997817,0,8192,"[[1024], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,Activity Buffer Request,1,906.538,906.538,1.1199999999998909,1.1199999999998909,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,cudaLaunchKernel,2,20.117999999999483,20.117999999999483,0.0,0.0,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::AUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<double, double, double, at::native::binary_internal::MulFunctor<double> >, std::array<char*, 2ul>)",1,0.0,0.0,1.1199999999998909,1.1199999999998909,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::empty,5,13.776999999999816,13.776999999999816,0.0,0.0,40,8192,"[[], [], [], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::to,3,2.83400000000006,65.46299999999974,0.0,0.7679999999998017,0,0,"[[1], [], [], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::_to_copy,3,7.6639999999995325,62.62899999999968,0.0,0.7679999999998017,0,0,"[[1], [], [], [], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::empty_strided,3,13.496000000000322,13.496000000000322,0.0,0.0,0,1536,"[[], [], [], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::copy_,3,13.02299999999991,41.468999999999824,0.7679999999998017,0.7679999999998017,0,0,"[[1], [1], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,cudaStreamIsCapturing,3,1.2719999999999345,1.2719999999999345,0.0,0.0,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,cudaMemcpyAsync,3,17.704999999999927,17.704999999999927,0.0,0.0,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,cudaStreamSynchronize,3,9.469000000000051,9.469000000000051,0.0,0.0,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,Memcpy HtoD (Pageable -> Device),4,0.0,0.0,1.0239999999998872,1.0239999999998872,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::lift_fresh,3,0.3919999999998254,0.3919999999998254,0.0,0.0,0,0,[[1]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::detach_,3,2.04300000000012,3.4260000000001583,0.0,0.0,0,0,[[1]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,detach_,3,1.3830000000000382,1.3830000000000382,0.0,0.0,0,0,[[1]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::view,3,5.8599999999999,5.8599999999999,0.0,0.0,0,0,"[[1], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,GenredAutograd,1,1775.6860000000001,1802.2369999999999,1686.5410000000002,1686.5410000000002,0,0,"[[1024, 8], [1024, 8], [1], [1], [1], [1024, 1]]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,cuLaunchKernel,1,7.6749999999999545,7.6749999999999545,0.0,0.0,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,GpuConv1DOnDevice,1,0.0,0.0,1686.285,1686.285,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::to,1,0.2300000000000182,0.2300000000000182,0.0,0.0,0,0,"[[2], [], [], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::lift_fresh,1,0.15999999999985448,0.15999999999985448,0.0,0.0,0,0,[[2]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::detach_,1,0.6400000000003274,1.262000000000171,0.0,0.0,0,0,[[2]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,detach_,1,0.6219999999998436,0.6219999999998436,0.0,0.0,0,0,[[2]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::select,2,4.617999999999938,5.7409999999999854,0.0,0.0,0,0,"[[2], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::as_strided,2,1.1230000000000473,1.1230000000000473,0.0,0.0,0,0,"[[2], [], [], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::item,2,1.8149999999995998,2.4049999999997453,0.0,0.0,0,0,[[]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::_local_scalar_dense,2,0.5900000000001455,0.5900000000001455,0.0,0.0,0,0,[[]]
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::reshape,1,1.1320000000005166,2.7350000000001273,0.0,0.0,0,0,"[[1024, 1], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,aten::add,1,11.070000000000618,18.63500000000022,1.1200000000003456,1.1200000000003456,0,8192,"[[1024], [1024], []]"
keops,cuda,1024,8,float64,2.1307701658276485e-15,"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul>)",1,0.0,0.0,1.1200000000003456,1.1200000000003456,0,0,[]
keops,cuda,1024,8,float64,2.1307701658276485e-15,cudaDeviceSynchronize,2,3.786999999999807,3.786999999999807,0.0,0.0,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::empty,6,31.9200000000001,31.9200000000001,0.0,0.0,32,8192,"[[], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::to,8,4.1099999999995305,891.5319999999997,0.0,1.1199999999998909,0,0,"[[], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::lift_fresh,3,0.3399999999998613,0.3399999999998613,0.0,0.0,0,0,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::to,8,3.0950000000000557,12.782999999999987,0.0,0.0,0,0,"[[], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::ge,2,9.808999999999912,13.815999999999974,1.1510000000000673,1.1510000000000673,1,512,"[[], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::any,1,3.3859999999999957,7.023000000000025,0.0,0.0,1,0,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::view_as,3,6.209999999999752,7.943999999999846,0.0,0.0,0,0,"[[], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::view,3,1.7340000000000941,1.7340000000000941,0.0,0.0,0,0,"[[], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::copy_,12,35.799999999999386,1715.8739999999996,2.400000000000091,3.8079999999999927,-24,0,"[[], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,[memory],30,0.0,0.0,0.0,0.0,-18,-171008,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::is_nonzero,3,3.2370000000001085,30.428000000000054,0.0,0.7360000000001037,0,0,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::item,5,7.223999999999137,32.77199999999917,0.0,0.7360000000001037,0,0,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::_local_scalar_dense,5,10.178999999999888,25.54800000000003,0.7360000000001037,0.7360000000001037,0,0,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::zeros,1,6.031000000000063,7.774000000000001,0.0,0.0,0,0,"[[], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::zero_,1,0.6309999999999718,0.6309999999999718,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::detach,1,0.8310000000000173,1.742999999999995,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,detach,1,0.9119999999999777,0.9119999999999777,0.0,0.0,0,0,"[[1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::_to_copy,6,13.975000000000591,897.1100000000001,0.0,1.1199999999998909,0,0,"[[], [], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::empty_strided,8,24.686999999999784,24.686999999999784,0.0,0.0,32,2048,"[[], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expand_as,3,2.743999999999744,7.652999999999906,0.0,0.0,0,0,"[[], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expand,4,6.78200000000038,8.946000000000197,0.0,0.0,0,0,"[[], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::as_strided,4,2.1639999999998167,2.1639999999998167,0.0,0.0,0,0,"[[], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,Activity Buffer Request,1,785.21,785.21,0.2880000000000109,0.2880000000000109,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,cudaStreamIsCapturing,4,2.4750000000001364,2.4750000000001364,0.0,0.0,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,cudaMemcpyAsync,9,53.89099999999985,53.89099999999985,0.0,0.0,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,cudaStreamSynchronize,6,20.378000000000156,20.378000000000156,0.0,0.0,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,Memcpy HtoD (Pageable -> Device),5,0.0,0.0,1.3439999999998236,1.3439999999998236,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::to,1,0.8819999999998345,30.256999999999834,0.0,0.2560000000000855,0,0,"[[1, 1], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::_to_copy,2,4.4370000000001255,32.871000000000095,0.0,0.2560000000000855,0,0,"[[1, 1], [], [], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::copy_,4,11.572000000000116,45.64699999999971,1.05600000000004,1.3120000000001255,-8,0,"[[1, 1], [1, 1], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::to,1,0.6209999999998672,4.116999999999962,0.0,0.0,0,0,"[[1, 1], [], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expand_as,1,0.8320000000001073,2.8659999999999854,0.0,0.0,0,0,"[[1, 1], [1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expand,1,1.5529999999998836,2.033999999999878,0.0,0.0,0,0,"[[1, 1], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.48099999999999454,0.48099999999999454,0.0,0.0,0,0,"[[1, 1], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::_has_compatible_shallow_copy_type,2,0.40099999999983993,0.40099999999983993,0.0,0.0,0,0,"[[1, 1], [1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::neg,2,12.343000000000075,29.70600000000013,1.9199999999998454,1.9199999999998454,0,1024,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,cudaLaunchKernel,16,135.32600000000093,135.32600000000093,0.0,0.0,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<2, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::neg_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#6}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",2,0.0,0.0,1.9199999999998454,1.9199999999998454,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expm1,1,10.087999999999965,16.299999999999955,1.5039999999999054,1.5039999999999054,0,512,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<2, at::native::expm1_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::expm1_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",1,0.0,0.0,1.5039999999999054,1.5039999999999054,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::log,1,7.3940000000000055,12.383000000000038,1.6959999999999127,1.6959999999999127,0,512,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<2, at::native::log_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::log_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",1,0.0,0.0,1.6959999999999127,1.6959999999999127,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::add,1,5.7309999999999945,9.64799999999991,1.05600000000004,1.05600000000004,0,512,"[[], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<2, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<double>, std::array<char*, 3ul>)",2,0.0,0.0,2.2090000000002874,2.2090000000002874,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::softplus,2,15.097999999999729,26.298999999999978,4.895999999999958,4.895999999999958,0,1024,"[[], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<2, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::softplus_kernel(at::TensorIteratorBase&, c10::Scalar const&, c10::Scalar const&)::{lambda()#1}::operator()() const::{lambda()#1}::operator()() const::{lambda(double)#1}, std::array<char*, 2ul>)",4,0.0,0.0,9.792999999999893,9.792999999999893,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::le,1,6.982999999999947,13.224999999999909,1.2480000000000473,1.2480000000000473,0,512,"[[], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::CompareFunctor<double>, std::array<char*, 3ul> >(int, at::native::(anonymous namespace)::CompareFunctor<double>, std::array<char*, 3ul>)",2,0.0,0.0,2.3990000000001146,2.3990000000001146,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::all,2,9.921000000000276,36.899999999999864,0.0,1.568000000000211,0,1024,[[]]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,Memcpy DtoD (Device -> Device),3,0.0,0.0,2.3680000000001655,2.3680000000001655,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,Memcpy DtoH (Device -> Pinned),2,0.0,0.0,0.7360000000001037,0.7360000000001037,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::expand_as,1,1.362999999999829,5.399999999999864,0.0,0.0,0,0,"[[], [1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::unsqueeze,1,3.2250000000001364,3.87700000000018,0.0,0.0,0,0,"[[1024], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::as_strided,1,0.6520000000000437,0.6520000000000437,0.0,0.0,0,0,"[[1024], [], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::softplus,2,70.49299999999994,114.86699999999996,4.8969999999999345,4.8969999999999345,0,1024,"[[1, 1], [], []]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::div,2,26.899999999999864,42.730999999999995,2.816000000000031,2.816000000000031,0,131072,"[[1024, 8], [1, 1]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<double, double, double, at::native::binary_internal::DivFunctor<double> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<double, double, double, at::native::binary_internal::DivFunctor<double> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<double, double, double, at::native::binary_internal::DivFunctor<double> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<double, double, double, at::native::binary_internal::DivFunctor<double> > const&)::{lambda(int)#1})",2,0.0,0.0,2.816000000000031,2.816000000000031,0,0,[]
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,Matmul,1,412.1980000000008,1939.0050000000006,0.0,1262.1839999999997,-16,0,"[[1024, 1], [1024, 8], [1024, 8]]"
gpytorch_keops,cuda,1024,8,float64,1.6151041826118317e-08,aten::unsqueeze,2,17.202000000000226,20.980000000000018,0.0,0.0,0,0,"[[1024, 8], []]"
